Store Name,Address,Timing,Coordinates,Phone Number
 V-Mart ," Saraswati Colony, Rajsamand, Near Chhatariyo, Kankroli, Rajsamand, Rajasthan, 313324",10:00 AM to 10:00 PM,"25.057106,73.894401",07303537755
 V-Mart ," Jamo Shopp Centre, Near Bank Of Baroda, Gauriganj, Sultanpur, Uttar Pradesh, 227409",10:00 AM to 10:00 PM,"26.2109192,81.7125737",08448085180
 V-Mart ," Chanakya Plaza Complex, Nh 1A, Shiv Nagar, Udhampur, Jammu and Kashmir, 182101",10:00 AM to 10:00 PM,"32.9264,75.13201",09103322050
 V-Mart ," Vaishno Palace, Niama Chauraha, Tarang Road, Niyawan, Faizabad, Uttar Pradesh, 224001",10:00 AM to 10:00 PM,"26.7861256,82.1404288",08799111712
 V-Mart ," Main Road, Purani Bazar, Laxman Puri, Karwi, Chitrakoot, Uttar Pradesh, 210205",10:00 AM to 10:00 PM,"25.2134535,80.9130316",09311775493
 V-Mart ," Shop No 8/10/240, Naka Mujjafara, Tehsil Sadar, Near Naka Chowk, Ayodhya, Faizabad, Uttar Pradesh, 224123",10:00 AM to 10:00 PM,"26.771327,82.159001",09118444872
 V-Mart ," Mujjafara Naka, Sadar, Near Naka Chowk, Faizabad Naka, Faizabad, Uttar Pradesh, 224001",10:00 AM to 10:00 PM,"26.7713251,82.1590037",09821226923
 V-Mart ," Ground Floor, Amethi-Durgapur Road, Near Bus Stand, Amethi, Sultanpur, Uttar Pradesh, 227405",10:00 AM to 10:00 PM,"26.156683,81.807207",09821189474
 V-Mart ," Zamania, Rafi Nagar, Near Indian Oil Petrol Pump, Utraula, Balrampur, Uttar Pradesh, 271604",11:00 AM to 10:00 PM,"27.311361,82.414627",09810820193
 V-Mart ," State Highway 34, Civil Lines, Sultanpur, Uttar Pradesh, 228001",10:00 AM to 10:00 PM,"26.2648824,82.0723963",09319112421
 V-Mart ," Dariyapur Tiraha, Punchrasta Road, Khairabad, Sultanpur, Uttar Pradesh, 228001",11:00 AM to 10:00 PM,"26.254969,82.069726",09810916264
 V-Mart ," No 42, Kutchery Road, Civil Lines, Pratapgarh, Uttar Pradesh, 230001",10:00 AM to 10:00 PM,"25.920416,81.991701",09369983772
 V-Mart ," Badela Road, Fatehpura, Udaipur, Rajasthan, 313001",11:00 AM to 10:00 PM,"24.61138217,73.68906047",09599804900
 V-Mart ," No 42, Kutchery Road, Civil Lines, Pratapgarh, Uttar Pradesh, 230001",10:00 AM to 10:00 PM,"25.920416,81.991701",09369983772
 V-Mart ," Badela Road, Fatehpura, Udaipur, Rajasthan, 313001",11:00 AM to 10:00 PM,"24.61138217,73.68906047",09599804900
 V-Mart ," Shastri Circle, University Road, Ashok Nagar, Udaipur, Rajasthan, 313001",10:00 AM to 10:00 PM,"24.587111,73.696041",09352608844
 V-Mart ," Nakoda Complex, Main Road, Sector 4, Near Guru Nanak Girls Collage, Hiran Magri, Udaipur, Rajasthan, 313002",10:00 AM to 10:00 PM,"24.569126,73.721811",07042989944
 V-Mart ," Shastri Circle, University Road, Ashok Nagar, Surajpole, Udaipur, Rajasthan, 313001",10:00 AM to 10:00 PM,"24.57803253,73.6955662",09352608844
 V-Mart ," Ground Floor, Khatikwada, Surajpole, Girwa, Udaipur, Rajasthan, 313001",10:00 AM to 10:00 PM,"24.5779914,73.6955663",08130402905
 V-Mart ," No 26, Gt Road, Sulem Sarai, Dhoomanganj, Allahabad, Uttar Pradesh, 211001",10:00 AM to 10:00 PM,"25.4469091,81.7886434",09305613960
 V-Mart ," Shop No 26, Sulem Sarai, GT Road, Lukarganj, Prayagraj, Uttar Pradesh, 211001",10:00 AM to 10:00 PM,"25.4469691,81.79085053",09305613960
 V Mart ," Shop No 213, Block B, Phaphamau Bazar, Banaras Road, Phaphamau, Prayagraj, Uttar Pradesh, 211013",10:00 AM to 10:00 PM,"25.526974,81.865054",09818327193
 V-Mart ," Ground Floor, Station Road, Near Aggarwal Garden, Railway Colony, Satna, Madhya Pradesh, 485001",11:00 AM to 10:00 PM,"24.57236637,80.83042773",09717111997
 V-Mart ," Shop No 72/94, Noorullah Road, Khuldabad, Malviyanagar, Prayagraj, Uttar Pradesh, 211003",10:00 AM to 10:00 PM,"25.4356773,81.8228426",08800119708
 V-Mart ," No 12/14, Chaddha Road, Rani Mandi Chowk, Miurabad, Prayagraj, Uttar Pradesh, 211003",10:00 AM to 10:00 PM,"25.4365988,81.8328024",09359883556
 V-Mart ," Subhash Tower, Mohalla Civil Station, Near SBI Atm, Gandhi Nagar, Basti, Uttar Pradesh, 272001",10:00 AM to 10:00 PM,"26.797491,82.7317499",09389145112
 V-Mart ," Giriraj Hotel, Shiv Gulam, Pikaura, Malviya Road, Near Roadways Tiraha, Gandhi Nagar, Basti, Uttar Pradesh, 272001",10:00 AM to 10:00 PM,"26.799963,82.747549",08130094564
 V-Mart ," Plot No 3 & 4, Main Road, Palak Plaza, Karond Chauraha, Karond, Bhopal, Madhya Pradesh, 462001",10:00 AM to 10:00 PM,"23.303966,77.403458",07303200878
 V-Mart ," Plot No 8 And 9, Ground Floor Main Berasia Road, Sant Kanwar Road, Ram Nagar Colony, Bhopal, Madhya Pradesh, 462021",10:00 AM to 10:00 PM,"23.299468,77.404079",09300805672
 V-Mart ," No New B 51/521 & 51/522, Main Road, Bairagarh, Bhopal, Madhya Pradesh, 462030",10:00 AM to 10:00 PM,"23.270308,77.333858",08448856619
 V-Mart ," Plot No 3/8, Bunglow No 1, Sultania Road, Jhangirabad, Bhopal, Madhya Pradesh, 462008",10:00 AM to 10:00 PM,"23.2539076,77.4123647",08448528662
 V-Mart ," No H6B, Inderpuri, Sonagiri, Bhopal, Madhya Pradesh, 462023",10:00 AM to 10:00 PM,"23.248251,77.471929",09301674875
 V-Mart ," Royal Palace, B-Sector, Sarvadharam, Kolar Main Road, Chuna Bhatti, Bhopal, Madhya Pradesh, 462042",10:00 AM to 10:00 PM,"23.201453,77.416904",09667790291
 V-Mart ," Ram Krishna Complex, Shilpi Plaza Road, Huzur, Rewa, Madhya Pradesh, 486001",10:00 AM to 10:00 PM,"24.5381449,81.2953853",07289006714
 V-Mart ," Shahganj-Jaunpur Road, Jaunpur Road, Pargana, Anguli, Kharauna, Shahganj, Jaunpur, Uttar Pradesh, 223101",10:00 AM to 10:00 PM,"26.042065,82.682636",09821189513
 V-Mart ," State Bank Chouraha Main Road, Khalilabad, Sant Kabir Nagar, Uttar Pradesh, 272175",10:00 AM to 10:00 PM,"26.7778887,83.065802",09389383246
 V-Mart ," Railway Station Road, Ambedkar Chowk, Anand Nagar, Pharenda, Uttar Pradesh, 273155",10:00 AM to 10:00 PM,"27.101769,83.272615",09650732288
 V-Mart ," Shaheed Park, Betal Marg, Madhav Nagar, Freeganj, Ujjain, Madhya Pradesh, 456001",10:00 AM to 10:00 PM,"23.179585,75.7914108",09300040826
 V-Mart ," Himalaya House Badlapur Parav, Dilazak, Olandganj, Jaunpur, Uttar Pradesh, 222002",10:00 AM to 10:00 PM,"25.7475325,82.6778193",09336209256
 V-Mart ," No 52/B, Jeycees Crossing Chauraha, Husainabad, Jaunpur, Uttar Pradesh, 222001",10:00 AM to 10:00 PM,"25.741231,82.686311",07290044272
 V-Mart ," Samridhi Complex, Sonauli Road, Rajendra Nagar, Gorakhpur, Uttar Pradesh, 273015",10:00 AM to 10:00 PM,"26.7885458,83.3560975",07499899386
 V-Mart ," Dhananjay Tower, Station Road, Bhadohi, Opposite Axis Bank, Gyanpur, Sant Ravidas Nagar, Uttar Pradesh, 221401",10:00 AM to 10:00 PM,"25.396184,82.563885",09838111009
 V-Mart ," Ad Chowk, Bank Road, Vindyavasini Nagar, Gorakhpur, Uttar Pradesh, 273001",10:00 AM to 10:00 PM,"26.7527731,83.3667684",09307727720
 V-Mart ," Gate No 20, Medical College Road, Chargawan, Near ITI, Mughala, Gorakhpur, Uttar Pradesh, 273013",10:00 AM to 10:00 PM,"26.8164699,83.3969609",07303585370
 V-Mart ," Plot No 716, Mangalam Marriage Hall, Medical College Road, Shahpur, Gorakhpur, Uttar Pradesh, 273001",10:00 AM to 10:00 PM,"26.77368,83.38247",09389607082
 V-Mart ," Commercial Street, Taramandal, Buddha Vihar, Buddha Vihar, Gorakhpur, Uttar Pradesh, 273017",11:00 AM to 10:00 PM,"26.736451,83.3729553",09289662258
 V-Mart ," Srishty Enclave, Padari Bazar, Shahpur, Gorakhpur, Uttar Pradesh, 273014",10:00 AM to 10:00 PM,"26.7799018,83.4039715",09311899541
 V Mart ," SH1, Beside Bharat Petrol Pump, Mohaddipur, Gorakhpur, Uttar pradesh, 273008",10:00 AM to 10:00 PM,"26.748936,83.407193",09810448543
 V-Mart ," Ground Floor, Pharenda Road, Near HDFC Bank, Lohia Nagar, Maharajganj, Uttar Pradesh, 273303",10:00 AM to 10:00 PM,"27.143835,83.5582763",08448491986
 V-Mart ," Sarah City Center, Hari Singh High Street, Indira Gandhi Road, Badyar Balla, Srinagar, Jammu and Kashmir, 190001",10:00 AM to 10:00 PM,"34.070961,74.803702",09205065510
 V-Mart ," Shop No 1056, Teliaganj, Maharana Pratap Marg, Tappa 84, Pargana Kantit, Sadar, Mirzapur, Uttar Pradesh, 231001",10:00 AM to 10:00 PM,"25.1546269,82.5009931",09311388649
 V-Mart ," Ground Floor, Lalganj Bazar, Lalganj, Azamgarh, Uttar Pradesh, 276202",10:00 AM to 10:00 PM,"25.7947311,82.9973055",07289006883
 V-Mart ," Asif Ganj, Takiya, Sidhari, Azamgarh, Uttar Pradesh, 276001",10:00 AM to 10:00 PM,"26.0736995,83.1859273",09319490920
 V-Mart ," Asif Ganj, Rajesultanpur - Azamgarh Road, Palhani, Takiya, Azamgarh, Uttar Pradesh, 276001",10:00 AM to 10:00 PM,"26.073704,83.185946",08448085188
 V-Mart ," Rs Tower, Civil Lines, Bageshwar Nagar, Azamgarh, Uttar Pradesh, 276001",10:00 AM to 10:00 PM,"26.0489654,83.1757023",07499107686
 V-Mart ," 27 Damohji Road, Pratap Market, Transport Nagar, Jabalpur, Madhya Pradesh, 482002",10:00 AM to 10:00 PM,"23.186932,79.926978",07428680312
 V-Mart ," Plot No 3/2, Bhawarkua Road, Near Tower Square, Bairati Colony, Indore, Madhya Pradesh, 452014",10:00 AM to 10:00 PM,"22.6995618,75.8639858",08130209259
 V-Mart ," Chillupar, Gola, Near Patna Chauraha, Barhalganj, Gorakhpur, Uttar Pradesh, 273402",11:00 AM to 10:00 PM,"26.28565424,83.51296022",09560707826
 V-Mart ," Plot No 40, AV Complex, Bhojubeer, RR Colony, Varanasi, Uttar Pradesh, 221012",10:00 AM to 10:00 PM,"25.3534693,82.9662535",07289010347
 V-Mart ," S 14/73P 41, Daulatpur, Paharia, Varanasi, Uttar Pradesh, 221007",10:00 AM to 10:00 PM,"25.352626,82.9836003",09336745982
 V-Mart ," Shop No 21/3, C 21/3 A, Vidyapeeth Road, Maldahiya, Varanasi, Uttar Pradesh, 221006",10:00 AM to 10:00 PM,"25.328484,82.994298",09305078420
 V-Mart ," Shop No C21/3B, Maldahiya, Maldahiya, Varanasi, Uttar Pradesh, 221002",10:00 AM to 10:00 PM,"25.328484,82.994298",09319960083
 V-Mart ," Bhelpur, Lanka Road, Lanka Road, Durgakund, Varanasi, Uttar Pradesh, 221005",10:00 AM to 10:00 PM,"25.3062053,82.9831758",07011449457
 V-Mart ," D 47/192, Khanna Villa Colony, Luxor Road, Rampura, Bhelupur, Sidhgiribagh, Varanasi, Uttar Pradesh, 221010",10:00 AM to 10:00 PM,"25.309053,83.002415",09389602882
 V-Mart ," No 3/326, 3/329, Shivala, Bhelpur Waroad, Sonarpura, Sonarpura, Varanasi, Uttar Pradesh, 221001",10:00 AM to 10:00 PM,"25.296186,83.004167",09311775497
 V-Mart ," Main Road Jamalpur, Near Railway Station, Ghosi, Mau, Uttar Pradesh, 275304",10:00 AM to 10:00 PM,"26.117351,83.545161",07042989977
 V-Mart ," Neemuch Road, Near UCO Bank, Pithampur, Dhar, Madhya Pradesh, 454774",10:30 AM to 09:30 PM,"22.608043,75.683071",09560502142
 V-Mart ," Kalptaru Complex, G.T Road, Nai Basti, Circus Road, Mughalsarai, Chandauli, Uttar Pradesh, 232101",10:00 AM to 10:00 PM,"25.288667,83.106444",08448528661
 V-Mart ," Hotel Vishal International, Ward No 10, Naraipur, In Front Of Bagaha Railway Station, Bagaha, West Champaran, Bihar, 845105",10:00 AM to 10:00 PM,"27.129449,84.067077",08800837136
 V-Mart ," Prahlad Trade Center, Maunath Bhanjan, Sahadatpura, Mau, Uttar Pradesh, 275102",10:00 AM to 10:00 PM,"25.9254461,83.565736",09335103351
 V-Mart ," Sichai Vibhag Chauraha, Badhwapur, Near Luders Girls Inter College, Kacheri, Ghazipur, Uttar Pradesh, 233001",10:00 AM to 10:00 PM,"25.5730025,83.563185",09336572156
 V-Mart ," Ram Leela Maidan Road, New Market, Tagore Nagar, Robertsganj, Sonbhadra, Uttar Pradesh, 231216",11:00 AM to 10:00 PM,"24.686989,83.064811",08800722747
 V-Mart ," Nirahu Ka Pura, Sevrai, Indra Nagar, Dildar Nagar, Ghazipur, Uttar Pradesh, 233001",11:00 AM to 10:00 PM,"25.416952,83.670851",09289311620
 V-Mart ," Aum Natraj Complex, State Highway Road, Mahesana Gidc, Mahesana, Gujarat, 384002",10:00 AM to 10:00 PM,"23.5890557,72.3768849",09376098820
 V-Mart ," Vidhya Nagar Road, Singrauli, Near Paramsukkh Das Filing Station, Singrauli Colliery, Sidhi, Madhya Pradesh, 486886",11:00 AM to 10:00 PM,"24.079721,82.657132",08800560956
 V-Mart ," Uk Tower, Supriya Cinema Road, Vidyapati Nagar, West Champaran, Bihar, 845438",10:00 AM to 10:00 PM,"26.8052529,84.5147847",09386503359
 V-Mart ," Ground Floor, Main Road, Bhabua, Kaimur, Bihar, 821101",10:00 AM to 10:00 PM,"25.0492808,83.6162927",07290026406
 V-Mart ," Kamadgiri Enterprises, Central Bank Road, Padrauna, Kushinagar, Uttar Pradesh, 274304",10:00 AM to 10:00 PM,"26.7042423,84.5095635",08181001683
 V-Mart ," Mini Tower Jyoti Prakash Chowk, Koirpurwa, Buxar, Bihar, 802101",10:00 AM to 10:00 PM,"25.5678685,83.9758813",08467922657
 V-Mart ," Ground Floor, Vijay Market, Opposite To Bus Stand, Banakata, Gopalganj, Bihar, 841413",10:00 AM to 10:00 PM,"26.4611962,84.4383196",09386361115
 V-Mart ," Rajender Path, Babunia More, Chhapra Road, Pal Nagar, Siwan, Bihar, 841226",10:00 AM to 10:00 PM,"26.2229575,84.3640737",09386152670
 V-Mart ," Plot No 1/4, Block No 3, New Town, Bahadurpur, Ballia, Uttar Pradesh, 277001",10:00 AM to 10:00 PM,"25.7575348,84.1486457",09311773269
 V-Mart ," Aggarwal Tower, Vijay Cinema Road, Bahadurpur, Ballia, Uttar Pradesh, 277001",10:00 AM to 10:00 PM,"25.7567047,84.1523575",07499611986
 V-Mart ," Renuka Swarn Kala Kendra, Murdhawa Colony Road, Patel Nagar, Renukoot, Sonbhadra, Uttar Pradesh, 231217",10:00 AM to 10:00 PM,"24.2197773,83.0345119",09358447421
 V-Mart ," Nahar Chowk, Koreiya Tola, Raxaul, East Champaran, Bihar, 845305",10:00 AM to 10:00 PM,"26.97751,84.84932",09304566272
 V-Mart ," Broadway Business Center, Netaji Road, Law Garden Corner, Ellisbridge, Ahmedabad, Gujarat, 380006",10:00 AM to 10:00 PM,"23.028411,72.560677",09374677507
 V-Mart ," 571, Parmeela Complex, Arrah Road, Golakshani, Bikramganj, Rohtas, Bihar, 802212",10:00 AM to 10:00 PM,"24.9593854,84.0161204",09386853426
 V-Mart ," National Highway 28A, Janpul Road, Rajendra Nagar, Motihari, East Champaran, Bihar, 845401",10:00 AM to 10:00 PM,"26.6619615,84.9132496",09334573250
 V-Mart ," Pali Road, Near Dehri On Sone, Dehri, Rohtas, Bihar, 821307",10:00 AM to 10:00 PM,"24.901713,84.186938",09821189483
 V-Mart ," Ward No 13, Holding No 20/33A/11, Circle No 20, Bhagwan Bazar, Pratap Nagar, Chhapra, Bihar, 841301",10:00 AM to 10:00 PM,"25.784547,84.725655",09311775494
 V-Mart ," Hotel Sudarshan Palace, Rc Datta Road, Alkapuri, Vadodara, Gujarat, 390007",10:00 AM to 10:00 PM,"22.309479,73.178909",09327916340
 V-Mart ," Powell Intl Mall, Kesariya Road, Near Devkrit Pandey Thakur Singh Inter College, Chakia, East Champaran, Bihar, 845412",10:00 AM to 10:00 PM,"26.4116728,85.0373116",08448085184
 V-Mart ," Babu Bazaar, D T Road, Arrah, Bhojpur, Bihar, 802301",10:00 AM to 10:00 PM,"25.5608225,84.668163",09304009826
 V-Mart ," Harihar Babu Commercial Complex, Patna-Gaya Road, Aitwarpur, Patna, Bihar, 824143",10:00 AM to 10:00 PM,"25.0341571,84.3988876",09308232456
 V-Mart ," Beside Navneet Hotel, Sahijna Road, Ranka More, Pipra Khurd, Garhwa, Jharkhand, 822114",10:00 AM to 10:00 PM,"24.158968,83.807623",09205364103
 V-Mart ," Maa Parvati Commercial Complex, Mg Road, New Area, Aurangabad(Bh), Bihar, 824101",10:00 AM to 10:00 PM,"24.749733,84.366564",09386252626
 V-Mart ," Khasra No 5563, Sheohar-Minapur Road, Adjoining Axis Bank, Sheohar, Sheohar, Bihar, 843329",10:00 AM to 10:00 PM,"26.5108652,85.3001121",07290036229
 V-Mart ," Bailey Road, Saguna More, Opposite Keshav Hospital, Khagual, Patna, Bihar, 801503",10:00 AM to 10:00 PM,"25.622997,85.042685",09971179135
 V-Mart ," Ward No 7, Main Road, Gandhi Chowk, Lalganj, Vaishali, Bihar, 844121",09:00 AM to 09:00 PM,"25.8680559,85.1719391",08800110366
 V-Mart ," Nh 77 Dumra Road, Rajo Patti Area, Bhabdepur, Sitamarhi, Bihar, 843302",10:00 AM to 10:00 PM,"26.6056713,85.4786085",09389760960
 V-Mart ," Chandrakanta Complex, Sector 14, Rajiv Nagar, Phulwari, Patna, Bihar, 800024",10:00 AM to 10:00 PM,"25.6315977,85.0946442",09334710960
 V-Mart ," New Saraswati Chandra Market, Kurji Mor, Near PNB Bank,Opp. Chasma Gali, Kurji, Patna, Bihar, 800010",10:00 AM to 10:00 PM,"25.638171,85.10847",09667790297
 V-Mart ," Plot No 272, Tauzi No 5311, Mall Road, Near Pnb, Phulwari, Patna, Bihar, 800013",10:00 AM to 10:00 PM,"25.6371194,85.1085908",09667790297
 V-Mart ," Khata No 133, Police Colony, Thana No 14, Opposite Planet Fashion, Anishabad, Patna, Bihar, 800002",10:00 AM to 10:00 PM,"25.582182,85.088984",09810891614
 V-Mart ," Raj Tower, Boring Road Crossing, Anandpuri, Near Verma Center, Phulwari, Patna, Bihar, 800001",10:00 AM to 10:00 PM,"25.614463,85.116874",09334834960
 V-Mart ," Plot No. 2616, Redma Chowk, Near ICICI Bank, Medininagar, Palamu, Jharkhand, 822101",10:00 AM to 10:00 PM,"24.037843,84.075691",09334903953
 V-Mart ," Priya Market, Sutapatti Road, Sutapatti, Muzaffarpur, Bihar, 842001",10:00 AM to 10:00 PM,"26.12542124,85.38507234",07488507511
 V-Mart ," Priya Market, Sutapatti Road, Sariya Ganj, Sutapatti, Muzaffarpur, Bihar, 842001",10:00 AM to 10:00 PM,"26.1254056,85.3850871",07488507511
 V-Mart ," Plot No 16, Block C, Housing Colony, Kankarbagh, Near Tempo Stand, Sampatchak, Patna, Bihar, 800020",10:00 AM to 10:00 PM,"25.594333,85.148194",07761918155
 V-Mart ," Khasra No. 413, Aghorya Bazaar, Ps Kazi Mohammadpur, Mushahari, Muzaffarpur, Bihar, 842002",10:00 AM to 10:00 PM,"26.1073866,85.3901845",08826010247
 V-Mart ," Lg Flr, Cine Krishna, Bubna Plaza Campus, Cinema Road, Hajipur, Vaishali, Bihar, 844101",10:00 AM to 10:00 PM,"25.6943344,85.211759",09304264891
 V-Mart ," Patna Kanti Factory, Kanti Factory Road, Mahatma Gandhi Nagar, Near Pnb Bank, Sampatchak, Patna, Bihar, 800020",11:00 AM to 10:00 PM,"25.599403,85.169534",09289493344
 V-Mart ," Station Road, Near Shiv Shankar Cinema Hall, Krishnapuri Colony, Jahanabad, Bihar, 804408",10:00 AM to 10:00 PM,"25.2192963,84.988212",08448528647
 V-Mart ," Gopalpur Block, Sampatchak, Sampatchak, Near Mahaveer Kali Mandir, Sona Gopalpur, Patna, Bihar, 800007",10:00 AM to 10:00 PM,"25.536402,85.176174",07303129704
 V-Mart ," Khaze Kain Road, Kasera Toli, Near Krishna Cinema, Sadikpur, Patna, Bihar, 800008",10:00 AM to 10:00 PM,"25.6003896,85.2203485",09308314142
 V-Mart ," Ground Floor, Raypura, Opposite Bandhan Marriage Hall, Fatuha, Patna, Bihar, 803201",11:00 AM to 10:00 PM,"25.507366,85.313664",09810917346
 V-Mart ," Dharam Dhurin Complex, Gandhi Maidan, Opp-North India, Nagmatia Colony, Gaya, Bihar, 823001",10:00 AM to 10:00 PM,"24.7911749,84.9992979",09386346584
 V-Mart ," Madhopur, Main Road, Hakikatpur, Bakhtiarpur, Patna, Bihar, 803212",10:00 AM to 10:00 PM,"25.460716,85.535683",09821226845
 V-Mart ," Rajkumar Ganj Road, Near Amrit Nursing Home, Kathalbari, Darbhanga, Bihar, 846004",10:00 AM to 10:00 PM,"26.157621,85.902341",09334260960
 V-Mart ," Mathurapur Ghat, Darbhanga Road, Kasipur, Samastipur, Bihar, 848101",10:00 AM to 10:00 PM,"25.8629579,85.7810094",09386392800
 V-Mart ," Laheriasarai, Balbhadrapur, Laheriasarai, Darbhanga, Bihar, 846001",11:00 AM to 10:00 PM,"26.11985324,85.89686379",09599805007
 V-Mart ," Donar Road, Opposite Holy Cross School, Donar, Darbhanga, Bihar, 846004",10:00 AM to 10:00 PM,"26.147925,85.9081635",09821226972
 V-Mart ," Ground Floor, Main Market Road, Near State Bank Of India, Sasang, Latehar, Jharkhand, 829206",10:00 AM to 10:00 PM,"23.7448195,84.5056982",07290036231
 V-Mart ," Hari Om Market, Ravapar Road, Morbi, Rajkot, Gujarat, 363641",10:00 AM to 10:00 PM,"22.8087215,70.8294961",09328572268
 V-Mart ," Swadesh Tower, Thana Modh, Ayachi Nagar, Madhubani, Bihar, 847211",10:00 AM to 10:00 PM,"26.346845,86.0710009",09308855751
 V-Mart ," Gharpar, Purani Bazaar, Main Road, Roh, Gondapur, Nawada, Bihar, 805110",10:00 AM to 10:00 PM,"24.8832978,85.5333034",09308330535
 V-Mart ," Shop No 4 To 7, 104 To 111, Ground Floor And 1St Floor, Deepkamal Mall & Multiplex, Varaccha Road, Nana Varachha, Surat, Gujarat, 395006",11:00 AM to 10:00 PM,"21.2291761,72.8967132",09289062305
 V-Mart ," Rashidpur Road, Teghra, Daniyalpur, Munger Ghai, Begusarai, Bihar, 851114",11:00 AM to 10:00 PM,"25.48949052,85.94128333",09289662257
 V-Mart ," Khata No 556, Ward No 11, Plot No 5519, 5868/O, 6559/N, Near Langra Chowk, Jhanjharpur, Darbhanga, Bihar, 847404",10:00 AM to 10:00 PM,"26.257279,86.276029",09871123075
 V-Mart ," Raj Kamal 1, Pn 348, Ward 12/B, Bank Circle, Gandhidham, Gujarat, 370201",10:00 AM to 10:00 PM,"23.065682,70.138837",09328603852
 V-Mart ," Station Road, Jakhrana, Near DAV School, Professor Colony, Sheikhpura, Bihar, 811105",10:00 AM to 10:00 PM,"25.1342732,85.8595387",08448982288
 V-Mart ," Mb Complex, Shukla Bazar Road, Gudri Bazar, Lohardaga, Jharkhand, 835302",10:00 AM to 10:00 PM,"23.431347,84.683618",08448480723
 V-Mart ," Ps No 71, Barhi, Chatra, Jharkhand, 825405",10:00 AM to 10:00 PM,"24.30413,85.421357",09311375494
 V-Mart ," Shyam Complex, Kutchery Road, Chitragupta Nagar, Begusarai, Bihar, 851101",10:00 AM to 10:00 PM,"25.4211144,86.1358584",09386267657
 V-Mart ," Ward No 20, Fci Godam, Rk Sharma, Hemara Road, Opposite Chitnaur Kothi, Ratanpur, Begusarai, Bihar, 851101",10:00 AM to 10:00 PM,"25.410455,86.138315",09667790292
 V-Mart ," Ground Floor, Station Road, Purani Bazar, Opposite Nagar Parishad Office, Ramgarh Chowk, Lakhisarai, Bihar, 811311",10:00 AM to 10:00 PM,"25.1740229,86.0952428",08448085171
 V-Mart ," Aashirvaad Complex, Ward No 12, Sisai Road, Gumla, Gumla, Jharkhand, 835207",10:00 AM to 10:00 PM,"23.0414787,84.5457969",09773989146
 V-Mart ," Ganga Talkies, Station Road, North Hathkola, Supaul, Bihar, 852131",10:00 AM to 10:00 PM,"26.118817,86.603619",07303585369
 V-Mart ," Manorma Complex, Purab Bazar, Sant Nagar, Kahra, Saharsa, Bihar, 852201",10:00 AM to 10:00 PM,"25.8875617,86.6074458",07488564226
 V-Mart ," Ground Floor, Mill Road, Kalibari, Khagaria, Bihar, 851204",10:00 AM to 10:00 PM,"25.5036471,86.4666461",09773989143
 V-Mart ," Mahashari Chowk, Lakhisarai Road, Purani Bazar, Jamui, Bihar, 811307",10:00 AM to 10:00 PM,"24.919515,86.224718",07488507516
 V-Mart ," Chandan Bagh, Patna Road, Maksuspur, Munger, Bihar, 811201",10:00 AM to 10:00 PM,"25.3623257,86.4679928",07488357825
 V-Mart ," Shivtara Complex, Munger Road, Gayatri Nagar, Jamalpur, Munger, Bihar, 811214",10:00 AM to 10:00 PM,"25.3629734,86.4934543",06344242145
 V-Mart ," Kartik CPLX, Col Shri, Joggers Park Road, Aradhna Society, Jamnagar, Gujarat, 361008",10:00 AM to 10:00 PM,"22.47962191,70.05378252",09376130960
 V-Mart ," Kartik Complex, Col Shri, Joggers Park Road, Park Colony, Jamnagar, Gujarat, 361008",10:00 AM to 10:00 PM,"22.4796115,70.0537889",09376130960
 V-Mart ," Shivtara Complex, Munger Road, Gayatri Nagar, Jamalpur, Munger, Bihar, 811214",10:00 AM to 10:00 PM,"25.3220615,86.4926218",06344242145
 V-Mart ," Thana Chowk, Opposite Town Thana, Jagjeevan Path, Madhepura, Bihar, 852113",10:00 AM to 10:00 PM,"25.9202632,86.7920174",07289005223
 V-Mart ," Pn 983, Hinoo Main Road, Birsa Chowk, Upper Bazar, Ranchi, Jharkhand, 834002",10:00 AM to 10:00 PM,"23.3782907,85.3168627",09015684112
 V-Mart ," Ward No 35, Priya Kunj Complex, Ratu Road, Opposite Ashtha Apartment, Hehal, Ranchi, Jharkhand, 834005",10:00 AM to 10:00 PM,"23.378279,85.317312",09717050062
 V-Mart ," Epic Centre, Raj Hospital Complex, Main Road, Naga Baba Khatal, Ranchi, Jharkhand, 834001",10:00 AM to 10:00 PM,"23.3780409,85.3187527",09386093975
 V-Mart ," Panchratna Chourasia Galaxy, Gola Road, Ramgarh, Hazaribag, Jharkhand, 829103",10:00 AM to 10:00 PM,"23.6273765,85.5245513",07289913783
 V-Mart ," Pn 2650, Khata No 246, Shyama Residency, No 10/18, Thana 184, Bariatu Road, Baragain, Ranchi, Jharkhand, 834009",10:00 AM to 10:00 PM,"23.400681,85.367238",09810890587
 V Mart ," Siram Village, Indira Chowk, Station Road, Kathartoli, Ranchi, Jharkhand, 834001",10:00 AM to 10:00 PM,"23.354817,85.338477",07303522335
 V-Mart ," Mohalla Dahiawa Tola, Shri Nandan Path, Sadhnapuri, Chapra, Saran, Bihar, 841301",10:00 AM to 10:00 PM,"24.483347,86.2999974",09386016126
 V-Mart ," Liyaqat Ali Line, Subhash Chowk, Jannat Road, Jannat Ganar, Khunti, Jharkhand, 835210",10:00 AM to 10:00 PM,"23.0812065,85.2761274",07303520077
